cultivar,orchard_id,year,technology,interval_months,day_offset,replicate_id,marketable_pct,marketable
Gala,GA_O1,2022,DCA,3,1,3,100.0,1.0
Gala,GA_O1,2022,DCA,3,7,1,100.0,1.0
Gala,GA_O1,2022,DCA,3,7,2,100.0,1.0
Gala,GA_O1,2022,DCA,3,7,3,100.0,1.0
Gala,GA_O1,2022,DCA,6,1,1,100.0,1.0
Gala,GA_O1,2022,DCA,6,1,2,100.0,1.0
Gala,GA_O1,2022,DCA,6,1,3,100.0,1.0
Gala,GA_O1,2022,DCA,6,7,1,92.85714285714286,0.9285714285714286
Gala,GA_O1,2022,DCA,6,7,2,78.57142857142857,0.7857142857142857
Gala,GA_O1,2022,DCA,6,7,3,100.0,1.0
Gala,GA_O1,2022,DCA,9,1,1,100.0,1.0
Gala,GA_O1,2022,DCA,9,1,2,100.0,1.0
Gala,GA_O1,2022,DCA,9,1,3,100.0,1.0
Gala,GA_O1,2022,DCA,9,7,1,88.23529411764706,0.8823529411764706
Gala,GA_O1,2022,DCA,9,7,2,47.05882352941176,0.4705882352941176
Gala,GA_O1,2022,DCA,9,7,3,47.05882352941176,0.4705882352941176
Gala,GA_O1,2023,RA,3,1,1,100.0,1.0
Gala,GA_O1,2023,RA,3,1,2,100.0,1.0
Gala,GA_O1,2023,RA,3,1,3,100.0,1.0
Gala,GA_O1,2023,RA,3,7,1,100.0,1.0
Gala,GA_O1,2023,RA,3,7,2,100.0,1.0
Gala,GA_O1,2023,RA,3,7,3,100.0,1.0
Gala,GA_O1,2023,RA,6,1,1,100.0,1.0
Gala,GA_O1,2023,RA,6,1,2,100.0,1.0
Gala,GA_O1,2023,RA,6,1,3,100.0,1.0
Gala,GA_O1,2023,RA,6,7,1,96.66666666666667,0.9666666666666667
Gala,GA_O1,2023,RA,6,7,2,100.0,1.0
Gala,GA_O1,2023,RA,6,7,3,100.0,1.0
Gala,GA_O1,2023,RA,9,1,1,100.0,1.0
Gala,GA_O1,2023,RA,9,1,2,100.0,1.0
Gala,GA_O1,2023,RA,9,1,3,100.0,1.0
Gala,GA_O1,2023,RA,9,7,1,95.0,0.95
Gala,GA_O1,2023,RA,9,7,2,90.0,0.9
Gala,GA_O1,2023,RA,9,7,3,85.0,0.85
Gala,GA_O1,2023,CA,3,1,1,100.0,1.0
Gala,GA_O1,2023,CA,3,1,2,100.0,1.0
Gala,GA_O1,2023,CA,3,1,3,100.0,1.0
Gala,GA_O1,2023,CA,3,7,1,100.0,1.0
Gala,GA_O1,2023,CA,3,7,2,100.0,1.0
Gala,GA_O1,2023,CA,3,7,3,100.0,1.0
Gala,GA_O1,2023,CA,6,1,1,100.0,1.0
Gala,GA_O1,2023,CA,6,1,2,100.0,1.0
Gala,GA_O1,2023,CA,6,1,3,100.0,1.0
Gala,GA_O1,2023,CA,6,7,1,96.66666666666667,0.9666666666666667
Gala,GA_O1,2023,CA,6,7,2,98.33333333333333,0.9833333333333333
Gala,GA_O1,2023,CA,6,7,3,98.33333333333333,0.9833333333333333
Gala,GA_O1,2023,CA,9,1,1,100.0,1.0
Gala,GA_O1,2023,CA,9,1,2,100.0,1.0
Gala,GA_O1,2023,CA,9,1,3,100.0,1.0
Gala,GA_O1,2023,CA,9,7,1,85.0,0.85
Gala,GA_O1,2023,CA,9,7,2,90.0,0.9
Gala,GA_O1,2023,CA,9,7,3,78.33333333333333,0.7833333333333333
Gala,GA_O1,2023,DCA,3,1,1,100.0,1.0
Gala,GA_O1,2023,DCA,3,1,2,100.0,1.0
Gala,GA_O1,2023,DCA,3,1,3,100.0,1.0
Gala,GA_O1,2023,DCA,3,7,1,100.0,1.0
Gala,GA_O1,2023,DCA,3,7,2,100.0,1.0
Gala,GA_O1,2023,DCA,3,7,3,100.0,1.0
Gala,GA_O1,2023,DCA,6,1,1,100.0,1.0
Gala,GA_O1,2023,DCA,6,1,2,100.0,1.0
Gala,GA_O1,2023,DCA,6,1,3,100.0,1.0
Gala,GA_O1,2023,DCA,6,7,1,100.0,1.0
Gala,GA_O1,2023,DCA,6,7,2,100.0,1.0
Gala,GA_O1,2023,DCA,6,7,3,100.0,1.0
Gala,GA_O1,2023,DCA,9,1,1,100.0,1.0
Gala,GA_O1,2023,DCA,9,1,2,100.0,1.0
Gala,GA_O1,2023,DCA,9,1,3,100.0,1.0
Gala,GA_O1,2023,DCA,9,7,1,91.89189189189189,0.9189189189189189
Gala,GA_O1,2023,DCA,9,7,2,89.1891891891892,0.8918918918918919
Gala,GA_O1,2023,DCA,9,7,3,100.0,1.0
Gala,GA_O1,2024,RA,3,1,1,100.0,1.0
Gala,GA_O1,2024,RA,3,1,2,100.0,1.0
Gala,GA_O1,2024,RA,3,1,3,100.0,1.0
Gala,GA_O1,2024,RA,3,7,1,100.0,1.0
Gala,GA_O1,2024,RA,3,7,2,100.0,1.0
Gala,GA_O1,2024,RA,3,7,3,100.0,1.0
Gala,GA_O1,2024,RA,6,1,1,100.0,1.0
Gala,GA_O1,2024,RA,6,1,2,100.0,1.0
Gala,GA_O1,2024,RA,6,1,3,100.0,1.0
Gala,GA_O1,2024,RA,6,7,1,86.66666666666667,0.8666666666666667
Gala,GA_O1,2024,RA,6,7,2,83.33333333333334,0.8333333333333335
Gala,GA_O1,2024,RA,6,7,3,71.66666666666667,0.7166666666666667
Gala,GA_O1,2024,RA,9,1,1,86.66666666666667,0.8666666666666667
Gala,GA_O1,2024,RA,9,1,2,83.33333333333334,0.8333333333333335
Gala,GA_O1,2024,RA,9,1,3,86.66666666666667,0.8666666666666667
Gala,GA_O1,2024,RA,9,7,1,26.66666666666667,0.2666666666666667
Gala,GA_O1,2024,RA,9,7,2,21.666666666666668,0.21666666666666667
Gala,GA_O1,2024,RA,9,7,3,43.333333333333336,0.43333333333333335
Gala,GA_O1,2024,CA,3,1,1,100.0,1.0
Gala,GA_O1,2024,CA,3,1,2,100.0,1.0
Gala,GA_O1,2024,CA,3,1,3,100.0,1.0
Gala,GA_O1,2024,CA,3,7,1,100.0,1.0
Gala,GA_O1,2024,CA,3,7,2,100.0,1.0
Gala,GA_O1,2024,CA,3,7,3,100.0,1.0
Gala,GA_O1,2024,CA,6,1,1,100.0,1.0
Gala,GA_O1,2024,CA,6,1,2,100.0,1.0
Gala,GA_O1,2024,CA,6,1,3,100.0,1.0
Gala,GA_O1,2024,CA,6,7,1,63.33333333333333,0.6333333333333333
Gala,GA_O1,2024,CA,6,7,2,70.0,0.7
Gala,GA_O1,2024,CA,6,7,3,73.33333333333334,0.7333333333333334
Gala,GA_O1,2024,CA,9,1,1,93.33333333333333,0.9333333333333332
Gala,GA_O1,2024,CA,9,1,2,98.33333333333333,0.9833333333333333
Gala,GA_O1,2024,CA,9,1,3,95.0,0.95
Gala,GA_O1,2024,CA,9,7,1,46.666666666666664,0.4666666666666666
Gala,GA_O1,2024,CA,9,7,2,51.66666666666666,0.5166666666666666
Gala,GA_O1,2024,CA,9,7,3,39.99999999999999,0.3999999999999999
Gala,GA_O1,2024,DCA,3,1,1,100.0,1.0
Gala,GA_O1,2024,DCA,3,1,2,100.0,1.0
Gala,GA_O1,2024,DCA,3,1,3,100.0,1.0
Gala,GA_O1,2024,DCA,3,7,1,100.0,1.0
Gala,GA_O1,2024,DCA,3,7,2,100.0,1.0
Gala,GA_O1,2024,DCA,3,7,3,100.0,1.0
Gala,GA_O1,2024,DCA,6,1,1,100.0,1.0
Gala,GA_O1,2024,DCA,6,1,2,100.0,1.0
Gala,GA_O1,2024,DCA,6,1,3,100.0,1.0
Gala,GA_O1,2024,DCA,6,7,1,100.0,1.0
Gala,GA_O1,2024,DCA,6,7,2,100.0,1.0
Gala,GA_O1,2024,DCA,6,7,3,100.0,1.0
Gala,GA_O1,2024,DCA,9,1,1,100.0,1.0
Gala,GA_O1,2024,DCA,9,1,2,100.0,1.0
Gala,GA_O1,2024,DCA,9,1,3,100.0,1.0
Gala,GA_O1,2024,DCA,9,7,1,95.45454545454545,0.9545454545454546
Gala,GA_O1,2024,DCA,9,7,2,95.45454545454545,0.9545454545454546
Gala,GA_O1,2024,DCA,9,7,3,95.45454545454545,0.9545454545454546
