orchard_id,year,harvest_heat,avg_pr,other_years_avg_pr,difference_from_other_years,flags_active,n_flags_active
GA_O1,2022,1,0.299175,0.30650416666666663,-0.007329166666666609,"pre_harvest_heat, pre_harvest_dry, pre_harvest_wet, harvest_heat, harvest_dry, harvest_humid, post_harvest_heat, post_harvest_cold, post_harvest_dry, post_harvest_humid, spring_cold, frost, pre_harvest_warmer_than_othello, harvest_warmer_than_othello, post_harvest_cooler_than_othello",15
GA_O1,2023,0,0.22783333333333333,0.34217499999999995,-0.11434166666666662,"harvest_cold, harvest_humid, post_harvest_cold, post_harvest_dry, post_harvest_humid, frost, harvest_cooler_than_othello, post_harvest_cooler_than_othello",8
GA_O1,2024,1,0.38517500000000005,0.26350416666666665,0.1216708333333334,"pre_harvest_heat, pre_harvest_cold, pre_harvest_wet, pre_harvest_humid, harvest_heat, harvest_cold, harvest_dry, harvest_humid, post_harvest_cold, post_harvest_humid, spring_cold, pre_harvest_warmer_than_othello, harvest_warmer_than_othello, post_harvest_cooler_than_othello",14
